URL
https://dev4phones.wordpress.com/apple/apuntes_de_swiftui/
https://dev4phones.wordpress.com/2023/08/29/multiselector-del-dia-de-la-semana-en-swiftui-dayweekpickerview/
https://dev4phones.wordpress.com/2023/08/08/splashscreen-con-animacion-estilo-pinterest-en-swiftui/
